eventid,date,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,attacktype2_txt,targtype1_txt,targtype2_txt,targtype3_txt,targsubtype1_txt,targsubtype2_txt,targsubtype3_txt,gname,gsubname,gname2,gsubname2,success,suicide,extended,motive,target1,weaptype1_txt,nkill,nwound,summary
1302.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The Miami office of the FBI was bombed, along with those of a Social Security office, a State unemployment office, two post offices, a bank, a state attorney's office, and the Miami Police Department Headquarters.  Rolando Otero, a former member of Brigade 2506, was accused of the bombings."
1303.0,,Netherlands,Unknown,Amsterdam,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,6,"THE NETHERLANDS.   Six armed South Moluccans shot their way into the Indonesian Consulate in central Amsterdam and took a reported 47 persons hostage.  At least three consulate staffers were injured by gunfire or fell as they climbed out of consulate windows and down a rope from the roof of the building in order to escape.  One consular official, injured when he jumped from an upper floor, died later in a hospital.  Three other staffers inside the consulate were believed wounded in the initial gunfire.  The last of 16 children originally captured in the consulate school were released on December 8 by the South Moluccans in return for certain concessions, leaving 27 adult hostages in the building. Gunmen at both sites--the Indonesian Consulate and the Beilen train hijacked on December 2--sought independence for the Moluccan Island group ruled by Holland for nearly three centuries, and presently part of Indonesia, the release of 25 comrades in Dutch jails, and safe passage.  The six terrorists surrendered, ending the 16-day siege on December 19.  The remaining 27 hostages were released unharmed.ADDINFO FF:  In the second incident, another group of 7 gunmen entered the Indonesian Consulate in Amsterdam and imprisoned 30, including 16 children.  The Beilen train killings were the first terrorist-inspired deaths in the Netherlands.  The radicals for the most part were Dutch-born children of natives of the Moluccas.  Five of the children in the Indonesian Consulate were later released when demands for a TV set, radio, and megaphone were met.  The Dutch government dispatched a 30-man Marine special tactical force to deal with the terrorists. Mediation attempts by Semuel Metiari, a spiritual leader of the S. Moluccan community, in Amsterdam were successful in obtaining release of all but four of the children. On Dec. 10 the gunmen issued a set of demands to the Indonesian government; calling for a Geneva summit conference between President Suharto of Indonesia and Johannes Manusama, the leader of one of the exile groups, to discuss S. Moluccan independence.  The terrorists also demanded that political prisoners be released.  On Dec 10, the Dutch government announced that Indonesia had suspended trade talks with the Netherlands in connection with the failure of the Dutch government to take more forceful action against the terrorists who held the Indonesian Consulate."
1304.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The Miami office of the FBI was bombed, along with those of a Social Security office, a State unemployment office, two post offices, a bank, a state attorney's office, and the Miami Police Department Headquarters.  Rolando Otero, a former member of Brigade 2506, was accused of the bombings."
1305.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The Miami office of the FBI was bombed, along with those of a Social Security office, a State unemployment office, two post offices, a bank, a state attorney's office, and the Miami Police Department Headquarters.  Rolando Otero, a former member of Brigade 2506, was accused of the bombings."
1306.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The Miami office of the FBI was bombed, along with those of a Social Security office, a State unemployment office, two post offices, a bank, a state attorney's office, and the Miami Police Department Headquarters.  Rolando Otero, a former member of Brigade 2506, was accused of the bombings."
1307.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The Miami office of the FBI was bombed, along with those of a Social Security office, a State unemployment office, two post offices, a bank, a state attorney's office, and the Miami Police Department Headquarters.  Rolando Otero, a former member of Brigade 2506, was accused of the bombings."
1308.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The Miami office of the FBI was bombed, along with those of a Social Security office, a State unemployment office, two post offices, a bank, a state attorney's office, and the Miami Police Department Headquarters.  Rolando Otero, a former member of Brigade 2506, was accused of the bombings."
1309.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The Miami office of the FBI was bombed, along with those of a Social Security office, a State unemployment office, two post offices, a bank, a state attorney's office, and the Miami Police Department Headquarters.  Rolando Otero, a former member of Brigade 2506, was accused of the bombings."
1310.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,2,"LEBANON.  Robert Mardiroussian, second secretary at the Soviet embassy, was paralyzed from the waist down after being hit by five bullets when gunmen challenged his car in Beirut.  A second Soviet diplomat was released from the hospital after being treated for a minor gunshot wound."
1311.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"ARGENTINA.  The Mexican Consulate in Buenos Aires was bombed.  It was believed that Cuban exiles were possibly responsible.  The bomb was reportedly meant to be anti-Echevarria, the President of Mexico, who favored Castro."
1312.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"FRANCE.  The Portuguese embassy in Paris was bombed.  There were no injuries.  A rightist organization, the Portuguese Liberation Army, claimed credit for the episode."
1313.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  An unidentified Cuban exile group bombed the offices of Almacen el Espanol in the Little Havana section of Miami, Florida, and a beauty shop next to the Almacen office in Hialeh.  The company specializes in shipping medicines to the relatives of Cuban exiles who are still inside Cuba."
1314.0,,United States,Unknown,Hialeah,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  An unidentified Cuban exile group bombed the offices of Almacen el Espanol in the Little Havana section of Miami, Florida, and a beauty shop next to the Almacen office in Hialeh.  The company specializes in shipping medicines to the relatives of Cuban exiles who are still inside Cuba."
1315.0,,United States,Unknown,New York City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Jewish Defense League (JDL),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  A pipe bomb exploded outside the United Nations building in New York City, causing minor property damage.  No one was injured.  The United Nations had recently voted against Israel, and the Jewish Defense League was suspected."
1316.0,,Colombia,Unknown,Bogota,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"COLOMBIA.  A bomb consisting of two sticks of dynamite with a timing mechanism exploded in a store of a US firm in the Bogota neighborhood of Chapinero causing $2,000 damage."
1317.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenian Secret Army for the Liberation of Armenia,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,0,LEBANON.  The Turkish embassy in Beirut was attacked with rockets by a group that identified itself as the Secret Armenian Army.  One person was killed.
1318.0,,Austria,Unknown,Vienna,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,2,7,"AUSTRIA.  Six terrorists, five men and one woman, burst into a meeting of the Organization of Petroleum Exporting Countries (OPEC), shot two persons to death and wounded about eight others, including one of the terrorists in the initial exchange of gunfire.  At least 80 persons were taken hostage.  Among the hostages were 11 delegates to the conference, including Shiek Zaki Yamani, Saudi Arabia's oil minister, Yamshid Amuzegar of Iran, and Valenein Hernandez Acosta of Venezuela. The band of pro-Palestinian terrorists, members of a group calling itself Arm of the Arab Revolution, ended the 20-hour siege at the Vienna headquarters of the World Oil Cartel on December 22, taking about 4l hostages, including 10 oil ministers, and a DC-9 jetliner provided by Austria.  The plane flew to Algeria, to Tripoli, and then Libya.  Most of the hostages were freed unharmed at Algeria, the first stop.  The remaining captives aboard the flight to Tripoli included the oil ministers of Saudi Arabia, Iran, Iraq, Libya, and Algeria, as well as other OPEC delegates from Kuwait, Qatar, and the United Arab Emirates.  After being denied permission to land in Baghdad and Tunis, the plane returned to Algiers.  The last nine hostages were released unharmed on December 23, while the guerrillas surrendered to Algerian authorities.  In return, Algeria granted them asylum.  Carlos, aka Ilich Ramirez Sanchez, is believed to have been the organizer and leader of the raid."
1319.0,,Ethiopia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Eritrean Liberation Front (ELF),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ETHIOPIA.  An American, Ronald Michalke, a civilian working for the Collins International Service Company, was kidnapped in Ethiopia by ELF members.  He was released unharmed in June 1976.ADDINFO:  Apparently Michalke is one of five Americans recently kidnapped in an effort by terrorists to get the U.S.  to close down the Asmara communications center and cease all military assistance to Ethiopia."
1320.0,,Greece,Unknown,Athens,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,November 17 Revolutionary Organization (N17RO),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,0,"GREECE.  Richard Welch, special assistant to the U.S.  ambassador in Athens, was assassinated by three unidentified assailants.  A leftist group calling itself the Revolutionary Organization of November 17 claimed credit.  The EOKA-B have been tenuously linked to the assassination."
1321.0,,Federal Republic of Germany,Unknown,Stuttgart,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"FEDERAL REPUBLIC OF GERMANY.  The Yugoslav Aero Transport office in Stuttgart was bombed, with property damage but no injuries."
1322.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenian Secret Army for the Liberation of Armenia,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"LEBANON.  Two rockets were fired at the Turkish embassy in Beirut.  A recently formed group of Armenian extremists, the Armenian Secret Army, claimed responsibility for the attack."
1323.0,,Puerto Rico,Unknown,San Juan,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,"PUERTO RICO.  A militant Cuban exile group claimed credit for a second attack against the S.S. Maksim Gorkiy, the Russian cruise ship visiting the port of San Juan.  A bomb was thrown on board injuring one crew member and causing slight damage to the ship.  The attack was in protest against the Communist regime in Cuba.  The first attack occurred on November 2, 1975."
1324.0,,United States,Unknown,New York City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Palestine Liberation Organization (PLO),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,11,75,"UNITED STATES.  A bomb exploded in a baggage locker in a Delta, Eastern and TWA claims area of New York City's La Guardia Airport, killing eleven and injuring seventy five.  Damage was estimated at $750,000.  A caller said a commando attack squad of the PLO had carried the armed struggle into the U.S. and threatened more attacks.  Another caller warned that two more bombs had been planted, but this turned out to be a hoax.  A Puerto Rican group claimed responsibility for the blast.  The next day, the PLO denounced the blast, which police said was equal to twenty to twenty-five sticks of dynamite."
